title,date,url,image_url
"Wheeler's Coney Island, drive-in, Route 10, Deposit, New York",1987,https://www.loc.gov/pictures/item/2017702233/,https://cdn.loc.gov/service/pnp/mrg/00100/00118v.jpg
"Puddy's Pasties, Route 2, Iron Mountain, Michigan",1988,https://www.loc.gov/pictures/item/2017702234/,https://cdn.loc.gov/service/pnp/mrg/00100/00119v.jpg
"Powers Hamburgers (1933), front view, Harrison Street, Fort Wayne, Indiana",1993,https://www.loc.gov/pictures/item/2017702235/,https://cdn.loc.gov/service/pnp/mrg/00100/00120v.jpg
"Powers Hamburgers (1933), diagonal view, Harrison Street, Fort Wayne, Indiana",1993,https://www.loc.gov/pictures/item/2017702236/,https://cdn.loc.gov/service/pnp/mrg/00100/00121v.jpg
"Jenkins' Quality Barbecue, Main Street, Jacksonville, Florida",1979,https://www.loc.gov/pictures/item/2017702237/,https://cdn.loc.gov/service/pnp/mrg/00100/00122v.jpg
"Bang's Drive-In, Route 34, Chariton, Iowa",1980,https://www.loc.gov/pictures/item/2017702238/,https://cdn.loc.gov/service/pnp/mrg/00100/00123v.jpg
"Orange Bowl Restaurant, 1037 Broadway, Columbus, Georgia",1982,https://www.loc.gov/pictures/item/2017702239/,https://cdn.loc.gov/service/pnp/mrg/00100/00124v.jpg
"Town Talk Diner, Lake Street, Minneapolis, Minnesota",1984,https://www.loc.gov/pictures/item/2017702240/,https://cdn.loc.gov/service/pnp/mrg/00100/00125v.jpg
"Howard Johnson's Restaurant, Route 7, Burlington, Vermont",1984,https://www.loc.gov/pictures/item/2017702241/,https://cdn.loc.gov/service/pnp/mrg/00100/00126v.jpg
"The Round House Hot Dog Stand (1924), Whitesboro Street, Utica, New York",1987,https://www.loc.gov/pictures/item/2017702242/,https://cdn.loc.gov/service/pnp/mrg/00100/00127v.jpg
"Five Star Snack Bar, Route 11, Mount Crawford, Virginia",1982,https://www.loc.gov/pictures/item/2017702243/,https://cdn.loc.gov/service/pnp/mrg/00100/00128v.jpg
"White Castle, Reading Road, Cincinnati, Ohio",1980,https://www.loc.gov/pictures/item/2017702244/,https://cdn.loc.gov/service/pnp/mrg/00100/00129v.jpg
"Leon's Drive-In, S. 27th & Oklahoma, Milwaukee, Wisconsin",1977,https://www.loc.gov/pictures/item/2017702245/,https://cdn.loc.gov/service/pnp/mrg/00100/00130v.jpg
"Catfish Cover Restaurant, Route 92, El Dorado, Arkansas",1979,https://www.loc.gov/pictures/item/2017702246/,https://cdn.loc.gov/service/pnp/mrg/00100/00131v.jpg
"Sonic Drive-In Restaurant, Central Valley, Route 66, Albuquerque, New Mexico",2003,https://www.loc.gov/pictures/item/2017702247/,https://cdn.loc.gov/service/pnp/mrg/00100/00133v.jpg
